Investor_Code,Investor_ISO3,Investor_Name,Issuer_Code,Issuer_ISO3_or_Group,Issuer_Name,Year,Methodology,Asset_Class_Codes,Source_Rows,Source_NA_Restated,Source_NA_Residency,Position_Residency_USD_mn,Restated_Ex_Domestic_USD_mn,Restated_Equity_USD_mn,Restated_Bonds_USD_mn,Diagonal_Forced_Zero,Imputation_By_This_Project,Publisher_Adjustment_Flag,Cell_Treatment,Primary_Source,Upstream_Source,Source_URL,Weight_Main,Weight_Residency,Weight_Equity,Weight_Bonds
US,USA,United States,CA,CAN,Canada,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,976235.0,961912.7409914054,482790.9197636687,479121.8212277368,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.11815818740053614,0.12301103380250242,0.0813856310346574,0.21691990536772535
US,USA,United States,CH,CHE,Switzerland,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,504637.0,476121.7955407612,401370.48097451776,74751.31456624344,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.05848523046383858,0.0635870656809,0.06766032362163178,0.03384326775238909
US,USA,United States,CN,CHN,China,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,158413.0,754237.815705806,698524.1102620363,55713.70544376969,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.09264808477418217,0.019960918116801608,0.11775247457932107,0.025224089526081916
US,USA,United States,EA,EMU,European Monetary Union,2017,Fund Holdings,E+BC+BG+BSF,76,0,0,2640992.0,2337088.353498629,1721944.563384621,615143.7901140079,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.2870802224323264,0.3327796649209857,0.29027377931290793,0.2785031422637899
US,USA,United States,UK,GBR,United Kingdom,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,1401831.0,1382956.7485037446,1003542.8161497712,379413.9323539734,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.16987784410478207,0.17663849434449264,0.1691704670059383,0.17177767877597952
US,USA,United States,JP,JPN,Japan,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,1124541.0,1151403.487131402,899564.4011036158,251839.08602778614,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.14143460545691905,0.14169841376645978,0.15164248837979244,0.11401883255714945
US,USA,United States,KR,KOR,"Korea, Republic of",2017,Fund Holdings,E+BC+BG+BSF,4,0,0,247774.0,246521.00380100682,224776.63129605725,21744.37250494957,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.030281826743729458,0.0312209005919489,0.03789132568779266,0.00984465122871588
US,USA,United States,NO,NOR,Norway,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,70847.0,72962.12711412972,37064.943612098694,35897.183502031025,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.008962426965888486,0.00892711561438167,0.006248157746237816,0.016252262583814157
US,USA,United States,SG,SGP,Singapore,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,164540.0,65125.42293548584,46370.69637298584,18754.7265625,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.007999792080744531,0.020732954157414708,0.007816858667680247,0.008491104622849828
US,USA,United States,TR,TUR,Turkey,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,39288.0,38538.441232681274,21599.476877212524,16938.96435546875,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.004733934968573609,0.004950506277722797,0.0036410938642568863,0.0076690277549872525
US,USA,United States,US,USA,United States,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,34418417.75,35689786.09705141,20557592.23997712,15132193.85707429,True,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0,0.0,0.0,0.0
US,USA,United States,ZA,ZAF,South Africa,2017,Fund Holdings,E+BC+BG+BSF,4,0,0,114025.0,119949.88710665889,100520.57961631007,19429.307490348816,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,US Treasury TIC,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.014734248373521013,0.014367783504310273,0.01694508009398265,0.008796517619187316
ZA,ZAF,South Africa,AU,AUS,Australia,2017,Issuance,EF+B,2,0,0,987.473199999999,1709.833657853509,1679.5544724448118,30.27918540869723,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.010144076076203861,0.006185640425838274,0.010376462900541589,0.004524043447162957
ZA,ZAF,South Africa,BR,BRA,Brazil,2017,Issuance,EF+B,2,0,0,911.632399999999,756.0157267974573,737.4317519755568,18.583974821900483,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.004485279028293063,0.005710565336805058,0.00455593036224503,0.002776650308799625
ZA,ZAF,South Africa,CA,CAN,Canada,2017,Issuance,EF+B,2,0,0,2383.7884,2677.1220546191616,2649.0169896504376,28.105064968724037,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.01588279050573389,0.014932311979387748,0.01636590355774563,0.004199205932644532
ZA,ZAF,South Africa,CH,CHE,Switzerland,2017,Issuance,EF+B,2,0,0,544.6084,1508.6505238694954,1354.0446209824004,154.605902887095,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.008950499726241871,0.00341148674747943,0.00836542905027062,0.02309982294464798
ZA,ZAF,South Africa,CN,CHN,China,2017,Issuance,EF+B,2,0,0,1062.1772,3633.2247661891306,3612.965094557032,20.259671632098616,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.02155514266600556,0.006653594474993057,0.022321275599981854,0.0030270178491176424
ZA,ZAF,South Africa,EA,EMU,European Monetary Union,2017,Issuance,EF+B,38,0,0,51777.66712911071,53192.32238281656,50835.497810835135,2356.824571981423,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.3155786309638092,0.32434098560793867,0.31406701343652116,0.35213552204487625
ZA,ZAF,South Africa,UK,GBR,United Kingdom,2017,Issuance,EF+B,2,0,0,74751.82680000001,67068.8772144927,65735.21345474012,1333.663759752583,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.397905252177273,0.46825364147537524,0.4061190124303671,0.19926403935867906
ZA,ZAF,South Africa,JP,JPN,Japan,2017,Issuance,EF+B,2,0,0,738.4328,1235.1817900239548,1187.2949852828751,47.886804741079686,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.007328068428407412,0.00462562404675383,0.007335232389845363,0.007154815503465509
ZA,ZAF,South Africa,KR,KOR,"Korea, Republic of",2017,Issuance,EF+B,2,0,0,39.7068,45.44253369694343,42.475658764029504,2.9668749329139246,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0002696007981828755,0.00024872775003987495,0.000262419054917255,0.00044328375805466477
ZA,ZAF,South Africa,NO,NOR,Norway,2017,Issuance,EF+B,2,0,0,34.9972,194.1630930790925,190.6576899945212,3.5054030845712987,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.001151927954125063,0.00021922629911490002,0.0011779031162063812,0.0005237457890747768
ZA,ZAF,South Africa,SG,SGP,Singapore,2017,Issuance,EF+B,2,0,0,988.447599999999,2067.2095101061177,2032.9527775878087,34.256732518309036,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.012264310296882214,0.006191744174305511,0.012559794529609116,0.005118332748349131
ZA,ZAF,South Africa,TR,TUR,Turkey,2017,Issuance,EF+B,2,0,0,41.818,65.95692294090986,47.93484564125538,18.022077299654484,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.00039130826615312096,0.00026195253838555334,0.00029614648146282014,0.0026926966366917896
ZA,ZAF,South Africa,US,USA,United States,2017,Issuance,EF+B,2,0,0,25377.03,34400.892847677576,31756.905343166552,2643.987504511024,False,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.20409311311268877,0.15896449914358265,0.1961974770902862,0.39504082367843607
ZA,ZAF,South Africa,ZA,ZAF,South Africa,2017,Issuance,EF+B,2,0,0,0.0,367.78779430733994,271.6703316960484,96.11746261129156,True,none,GCAP estimated restatement; Position_Residency may include GCAP interpolation/extrapolation per documentation,EA issuer aggregation + diagonal set to zero + within-sample row normalization,GCAP Restated Bilateral External Portfolios v1.8,IMF CPIS,https://globalcapitalallocation.s3.us-east-2.amazonaws.com/Restated_Bilateral_External_Portfolios_ReadMe.pdf,0.0,0.0,0.0,0.0
